event,outcome,lookahead_sel,n,wins,rate,n_sel,h1_n,h1_w,h1,h2_n,h2_w,h2,claim,desc
theme_n_ge4_mid23,print_not_lose,False,419,381,0.9093,1129,213,193,0.9061,206,188,0.9126,True,among zt-or-zha prints only: not lose vs t close
theme_n_ge4_mid23,hold_close,False,1128,633,0.5612,1129,534,288,0.5393,594,345,0.5808,False,"buy t close, t+1 close > t close (needs bar)"
theme_n_ge4_mid23,hold_not_lose,False,1128,644,0.5709,1129,534,292,0.5468,594,352,0.5926,False,"buy t close, t+1 close >= t close"
theme_n_ge4_mid23,hold_touch3,False,1128,549,0.4867,1129,534,255,0.4775,594,294,0.4949,False,"buy t close, any of t+1..t+3 high touches limit"
theme_n_ge4_mid23,open_follow,False,1081,502,0.4644,1129,502,211,0.4203,579,291,0.5026,False,"buy t+1 open if not yizi-open, t+1 close > open"
theme_n_ge4_mid23,open_follow_flat,False,1081,558,0.5162,1129,502,243,0.4841,579,315,0.5440,False,"buy t+1 open if not yizi-open, close >= open"
theme_n_ge4_mid23,open_then_zt3,False,1081,401,0.3710,1129,502,181,0.3606,579,220,0.3800,False,"buy t+1 open if not yizi-open, then zt within 3d"
theme_n_ge4_mid23,touch3,False,1081,506,0.4681,1129,502,226,0.4502,579,280,0.4836,False,"buy t+1 open if not yizi-open, 3d high touches limit"
theme_n_ge4_mid23,tradable_zt,False,1129,1129,1.0000,1129,535,535,1.0000,594,594,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
theme_n_ge4_mid23,hold_3d,False,1109,556,0.5014,1129,530,236,0.4453,579,320,0.5527,False,"buy t close, t+3 close > t close"
theme_n_ge4_mid23,open_3d,False,1064,497,0.4671,1129,499,202,0.4048,565,295,0.5221,False,"buy t+1 open if not yizi-open, t+3 close > open"
theme_n_ge4_mid23,maxclose3,False,1128,783,0.6941,1129,534,354,0.6629,594,429,0.7222,False,"buy t close, max(t+1..t+3 close) > t close"
theme_n_ge5_2,zt_3d,False,802,299,0.3728,802,376,149,0.3963,426,150,0.3521,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
theme_n_ge5_2,hold_then_zt3,False,802,299,0.3728,802,376,149,0.3963,426,150,0.3521,False,"non-yizi t AND zt_3d (entry at t, membership win)"
theme_n_ge5_2,cons_not_lose,False,802,250,0.3117,802,376,131,0.3484,426,119,0.2793,False,zt_next OR (zha and change_rate>0); absent=loss
theme_n_ge5_2,print_not_lose,False,271,250,0.9225,802,141,131,0.9291,130,119,0.9154,True,among zt-or-zha prints only: not lose vs t close
theme_n_ge5_2,hold_close,False,801,448,0.5593,802,375,204,0.5440,426,244,0.5728,False,"buy t close, t+1 close > t close (needs bar)"
theme_n_ge5_2,hold_not_lose,False,801,458,0.5718,802,375,207,0.5520,426,251,0.5892,False,"buy t close, t+1 close >= t close"
theme_n_ge5_2,hold_touch3,False,801,373,0.4657,802,375,176,0.4693,426,197,0.4624,False,"buy t close, any of t+1..t+3 high touches limit"
theme_n_ge5_2,open_follow,False,765,356,0.4654,802,351,138,0.3932,414,218,0.5266,False,"buy t+1 open if not yizi-open, t+1 close > open"
theme_n_ge5_2,open_follow_flat,False,765,388,0.5072,802,351,160,0.4558,414,228,0.5507,False,"buy t+1 open if not yizi-open, close >= open"
theme_n_ge5_2,open_then_zt3,False,765,263,0.3438,802,351,125,0.3561,414,138,0.3333,False,"buy t+1 open if not yizi-open, then zt within 3d"
theme_n_ge5_2,touch3,False,765,339,0.4431,802,351,153,0.4359,414,186,0.4493,False,"buy t+1 open if not yizi-open, 3d high touches limit"
theme_n_ge5_2,tradable_zt,False,802,802,1.0000,802,376,376,1.0000,426,426,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
theme_n_ge5_2,hold_3d,False,789,398,0.5044,802,371,169,0.4555,418,229,0.5478,False,"buy t close, t+3 close > t close"
theme_n_ge5_2,open_3d,False,754,352,0.4668,802,348,138,0.3966,406,214,0.5271,False,"buy t+1 open if not yizi-open, t+3 close > open"
theme_n_ge5_2,maxclose3,False,801,558,0.6966,802,375,255,0.6800,426,303,0.7113,False,"buy t close, max(t+1..t+3 close) > t close"
opened_today_mid23,zt_3d,False,1293,505,0.3906,1293,660,270,0.4091,633,235,0.3712,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
opened_today_mid23,hold_then_zt3,False,1293,505,0.3906,1293,660,270,0.4091,633,235,0.3712,False,"non-yizi t AND zt_3d (entry at t, membership win)"
opened_today_mid23,cons_not_lose,False,1293,431,0.3333,1293,660,233,0.3530,633,198,0.3128,False,zt_next OR (zha and change_rate>0); absent=loss
opened_today_mid23,print_not_lose,False,462,431,0.9329,1293,251,233,0.9283,211,198,0.9384,True,among zt-or-zha prints only: not lose vs t close
opened_today_mid23,hold_close,False,1291,693,0.5368,1293,660,336,0.5091,631,357,0.5658,False,"buy t close, t+1 close > t close (needs bar)"
opened_today_mid23,hold_not_lose,False,1291,702,0.5438,1293,660,338,0.5121,631,364,0.5769,False,"buy t close, t+1 close >= t close"
opened_today_mid23,hold_touch3,False,1293,601,0.4648,1293,660,309,0.4682,633,292,0.4613,False,"buy t close, any of t+1..t+3 high touches limit"
opened_today_mid23,open_follow,False,1261,629,0.4988,1293,638,305,0.4781,623,324,0.5201,False,"buy t+1 open if not yizi-open, t+1 close > open"
opened_today_mid23,open_follow_flat,False,1261,678,0.5377,1293,638,334,0.5235,623,344,0.5522,False,"buy t+1 open if not yizi-open, close >= open"
opened_today_mid23,open_then_zt3,False,1261,475,0.3767,1293,638,248,0.3887,623,227,0.3644,False,"buy t+1 open if not yizi-open, then zt within 3d"
opened_today_mid23,touch3,False,1261,575,0.4560,1293,638,290,0.4545,623,285,0.4575,False,"buy t+1 open if not yizi-open, 3d high touches limit"
opened_today_mid23,tradable_zt,False,1293,1293,1.0000,1293,660,660,1.0000,633,633,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
opened_today_mid23,hold_3d,False,1275,606,0.4753,1293,656,287,0.4375,619,319,0.5153,False,"buy t close, t+3 close > t close"
opened_today_mid23,open_3d,False,1243,581,0.4674,1293,634,269,0.4243,609,312,0.5123,False,"buy t+1 open if not yizi-open, t+3 close > open"
opened_today_mid23,maxclose3,False,1293,861,0.6659,1293,660,418,0.6333,633,443,0.6998,False,"buy t close, max(t+1..t+3 close) > t close"
unopened_non_yizi_mid23,zt_3d,False,618,244,0.3948,618,287,122,0.4251,331,122,0.3686,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
unopened_non_yizi_mid23,hold_then_zt3,False,618,244,0.3948,618,287,122,0.4251,331,122,0.3686,False,"non-yizi t AND zt_3d (entry at t, membership win)"
unopened_non_yizi_mid23,cons_not_lose,False,618,214,0.3463,618,287,111,0.3868,331,103,0.3112,False,zt_next OR (zha and change_rate>0); absent=loss
unopened_non_yizi_mid23,print_not_lose,False,246,214,0.8699,618,128,111,0.8672,118,103,0.8729,False,among zt-or-zha prints only: not lose vs t close
unopened_non_yizi_mid23,hold_close,False,615,325,0.5285,618,285,152,0.5333,330,173,0.5242,False,"buy t close, t+1 close > t close (needs bar)"
unopened_non_yizi_mid23,hold_not_lose,False,615,333,0.5415,618,285,154,0.5404,330,179,0.5424,False,"buy t close, t+1 close >= t close"
unopened_non_yizi_mid23,hold_touch3,False,615,326,0.5301,618,285,158,0.5544,330,168,0.5091,False,"buy t close, any of t+1..t+3 high touches limit"
unopened_non_yizi_mid23,open_follow,False,581,240,0.4131,618,264,107,0.4053,317,133,0.4196,False,"buy t+1 open if not yizi-open, t+1 close > open"
unopened_non_yizi_mid23,open_follow_flat,False,581,277,0.4768,618,264,128,0.4848,317,149,0.4700,False,"buy t+1 open if not yizi-open, close >= open"
unopened_non_yizi_mid23,open_then_zt3,False,581,210,0.3614,618,264,101,0.3826,317,109,0.3438,False,"buy t+1 open if not yizi-open, then zt within 3d"
unopened_non_yizi_mid23,touch3,False,581,292,0.5026,618,264,137,0.5189,317,155,0.4890,False,"buy t+1 open if not yizi-open, 3d high touches limit"
unopened_non_yizi_mid23,tradable_zt,False,618,618,1.0000,618,287,287,1.0000,331,331,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
unopened_non_yizi_mid23,hold_3d,False,606,287,0.4736,618,284,126,0.4437,322,161,0.5000,False,"buy t close, t+3 close > t close"
unopened_non_yizi_mid23,open_3d,False,574,244,0.4251,618,264,104,0.3939,310,140,0.4516,False,"buy t+1 open if not yizi-open, t+3 close > open"
unopened_non_yizi_mid23,maxclose3,False,615,402,0.6537,618,285,184,0.6456,330,218,0.6606,False,"buy t close, max(t+1..t+3 close) > t close"
break_opened_mid23,zt_3d,False,533,207,0.3884,533,261,95,0.3640,272,112,0.4118,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
break_opened_mid23,hold_then_zt3,False,533,207,0.3884,533,261,95,0.3640,272,112,0.4118,False,"non-yizi t AND zt_3d (entry at t, membership win)"
break_opened_mid23,cons_not_lose,False,533,161,0.3021,533,261,73,0.2797,272,88,0.3235,False,zt_next OR (zha and change_rate>0); absent=loss
break_opened_mid23,print_not_lose,False,174,161,0.9253,533,80,73,0.9125,94,88,0.9362,True,among zt-or-zha prints only: not lose vs t close
break_opened_mid23,hold_close,False,533,262,0.4916,533,261,115,0.4406,272,147,0.5404,False,"buy t close, t+1 close > t close (needs bar)"
break_opened_mid23,hold_not_lose,False,533,266,0.4991,533,261,117,0.4483,272,149,0.5478,False,"buy t close, t+1 close >= t close"
break_opened_mid23,hold_touch3,False,533,243,0.4559,533,261,111,0.4253,272,132,0.4853,False,"buy t close, any of t+1..t+3 high touches limit"
break_opened_mid23,open_follow,False,519,247,0.4759,533,253,103,0.4071,266,144,0.5414,False,"buy t+1 open if not yizi-open, t+1 close > open"
break_opened_mid23,open_follow_flat,False,519,268,0.5164,533,253,115,0.4545,266,153,0.5752,False,"buy t+1 open if not yizi-open, close >= open"
break_opened_mid23,open_then_zt3,False,519,193,0.3719,533,253,87,0.3439,266,106,0.3985,False,"buy t+1 open if not yizi-open, then zt within 3d"
break_opened_mid23,touch3,False,519,231,0.4451,533,253,104,0.4111,266,127,0.4774,False,"buy t+1 open if not yizi-open, 3d high touches limit"
break_opened_mid23,tradable_zt,False,533,533,1.0000,533,261,261,1.0000,272,272,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
break_opened_mid23,hold_3d,False,532,251,0.4718,533,260,109,0.4192,272,142,0.5221,False,"buy t close, t+3 close > t close"
break_opened_mid23,open_3d,False,518,248,0.4788,533,252,107,0.4246,266,141,0.5301,False,"buy t+1 open if not yizi-open, t+3 close > open"
break_opened_mid23,maxclose3,False,533,347,0.6510,533,261,155,0.5939,272,192,0.7059,False,"buy t close, max(t+1..t+3 close) > t close"
amt_mid_mid23,zt_3d,False,367,158,0.4305,367,145,77,0.5310,222,81,0.3649,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
amt_mid_mid23,hold_then_zt3,False,367,158,0.4305,367,145,77,0.5310,222,81,0.3649,False,"non-yizi t AND zt_3d (entry at t, membership win)"
amt_mid_mid23,cons_not_lose,False,367,144,0.3924,367,145,71,0.4897,222,73,0.3288,False,zt_next OR (zha and change_rate>0); absent=loss
amt_mid_mid23,print_not_lose,False,172,144,0.8372,367,86,71,0.8256,86,73,0.8488,False,among zt-or-zha prints only: not lose vs t close
amt_mid_mid23,hold_close,False,363,187,0.5152,367,144,76,0.5278,219,111,0.5068,False,"buy t close, t+1 close > t close (needs bar)"
amt_mid_mid23,hold_not_lose,False,363,191,0.5262,367,144,78,0.5417,219,113,0.5160,False,"buy t close, t+1 close >= t close"
amt_mid_mid23,hold_touch3,False,365,199,0.5452,367,144,90,0.6250,221,109,0.4932,False,"buy t close, any of t+1..t+3 high touches limit"
amt_mid_mid23,open_follow,False,340,143,0.4206,367,130,58,0.4462,210,85,0.4048,False,"buy t+1 open if not yizi-open, t+1 close > open"
amt_mid_mid23,open_follow_flat,False,340,165,0.4853,367,130,70,0.5385,210,95,0.4524,False,"buy t+1 open if not yizi-open, close >= open"
amt_mid_mid23,open_then_zt3,False,340,135,0.3971,367,130,63,0.4846,210,72,0.3429,False,"buy t+1 open if not yizi-open, then zt within 3d"
amt_mid_mid23,touch3,False,340,176,0.5176,367,130,76,0.5846,210,100,0.4762,False,"buy t+1 open if not yizi-open, 3d high touches limit"
amt_mid_mid23,tradable_zt,False,367,367,1.0000,367,145,145,1.0000,222,222,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
amt_mid_mid23,hold_3d,False,356,148,0.4157,367,144,56,0.3889,212,92,0.4340,False,"buy t close, t+3 close > t close"
amt_mid_mid23,open_3d,False,332,126,0.3795,367,130,47,0.3615,202,79,0.3911,False,"buy t+1 open if not yizi-open, t+3 close > open"
amt_mid_mid23,maxclose3,False,365,227,0.6219,367,144,89,0.6181,221,138,0.6244,False,"buy t close, max(t+1..t+3 close) > t close"
break_amt_mid_same,zt_3d,False,12,7,0.5833,12,2,2,1.0000,10,5,0.5000,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
break_amt_mid_same,hold_then_zt3,False,12,7,0.5833,12,2,2,1.0000,10,5,0.5000,False,"non-yizi t AND zt_3d (entry at t, membership win)"
break_amt_mid_same,cons_not_lose,False,12,5,0.4167,12,2,2,1.0000,10,3,0.3000,False,zt_next OR (zha and change_rate>0); absent=loss
break_amt_mid_same,print_not_lose,False,6,5,0.8333,12,2,2,1.0000,4,3,0.7500,False,among zt-or-zha prints only: not lose vs t close
break_amt_mid_same,hold_close,False,12,6,0.5000,12,2,2,1.0000,10,4,0.4000,False,"buy t close, t+1 close > t close (needs bar)"
break_amt_mid_same,hold_not_lose,False,12,6,0.5000,12,2,2,1.0000,10,4,0.4000,False,"buy t close, t+1 close >= t close"
break_amt_mid_same,hold_touch3,False,12,7,0.5833,12,2,1,0.5000,10,6,0.6000,False,"buy t close, any of t+1..t+3 high touches limit"
break_amt_mid_same,open_follow,False,10,5,0.5000,12,2,2,1.0000,8,3,0.3750,False,"buy t+1 open if not yizi-open, t+1 close > open"
break_amt_mid_same,open_follow_flat,False,10,5,0.5000,12,2,2,1.0000,8,3,0.3750,False,"buy t+1 open if not yizi-open, close >= open"
break_amt_mid_same,open_then_zt3,False,10,5,0.5000,12,2,2,1.0000,8,3,0.3750,False,"buy t+1 open if not yizi-open, then zt within 3d"
break_amt_mid_same,touch3,False,10,5,0.5000,12,2,1,0.5000,8,4,0.5000,False,"buy t+1 open if not yizi-open, 3d high touches limit"
break_amt_mid_same,tradable_zt,False,12,12,1.0000,12,2,2,1.0000,10,10,1.0000,False,"next-day tradable zt (old ceiling, baseline only)"
break_amt_mid_same,hold_3d,False,12,6,0.5000,12,2,0,0.0000,10,6,0.6000,False,"buy t close, t+3 close > t close"
break_amt_mid_same,open_3d,False,10,4,0.4000,12,2,0,0.0000,8,4,0.5000,False,"buy t+1 open if not yizi-open, t+3 close > open"
break_amt_mid_same,maxclose3,False,12,9,0.7500,12,2,2,1.0000,10,7,0.7000,False,"buy t close, max(t+1..t+3 close) > t close"
fail_t1_then_watch,zt_3d,True,1614,304,0.1884,1614,798,153,0.1917,816,151,0.1850,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
fail_t1_then_watch,hold_then_zt3,True,1614,304,0.1884,1614,798,153,0.1917,816,151,0.1850,False,"non-yizi t AND zt_3d (entry at t, membership win)"
fail_t1_then_watch,cons_not_lose,True,1614,178,0.1103,1614,798,92,0.1153,816,86,0.1054,False,zt_next OR (zha and change_rate>0); absent=loss
fail_t1_then_watch,print_not_lose,True,257,178,0.6926,1614,136,92,0.6765,121,86,0.7107,False,among zt-or-zha prints only: not lose vs t close
fail_t1_then_watch,hold_close,True,1607,618,0.3846,1614,794,272,0.3426,813,346,0.4256,False,"buy t close, t+1 close > t close (needs bar)"
fail_t1_then_watch,hold_not_lose,True,1607,638,0.3970,1614,794,277,0.3489,813,361,0.4440,False,"buy t close, t+1 close >= t close"
fail_t1_then_watch,hold_touch3,True,1609,577,0.3586,1614,794,293,0.3690,815,284,0.3485,False,"buy t close, any of t+1..t+3 high touches limit"
fail_t1_then_watch,open_follow,True,1607,565,0.3516,1614,794,255,0.3212,813,310,0.3813,False,"buy t+1 open if not yizi-open, t+1 close > open"
fail_t1_then_watch,open_follow_flat,True,1607,596,0.3709,1614,794,275,0.3463,813,321,0.3948,False,"buy t+1 open if not yizi-open, close >= open"
fail_t1_then_watch,open_then_zt3,True,1607,304,0.1892,1614,794,153,0.1927,813,151,0.1857,False,"buy t+1 open if not yizi-open, then zt within 3d"
fail_t1_then_watch,touch3,True,1607,577,0.3591,1614,794,293,0.3690,813,284,0.3493,False,"buy t+1 open if not yizi-open, 3d high touches limit"
fail_t1_then_watch,tradable_zt,True,1614,1614,1.0000,1614,798,798,1.0000,816,816,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
fail_t1_then_watch,hold_3d,True,1588,574,0.3615,1614,790,252,0.3190,798,322,0.4035,False,"buy t close, t+3 close > t close"
fail_t1_then_watch,open_3d,True,1586,584,0.3682,1614,790,260,0.3291,796,324,0.4070,False,"buy t+1 open if not yizi-open, t+3 close > open"
fail_t1_then_watch,maxclose3,True,1609,888,0.5519,1614,794,401,0.5050,815,487,0.5975,False,"buy t close, max(t+1..t+3 close) > t close"
fail_t1_break_mid23,zt_3d,True,601,109,0.1814,601,285,51,0.1789,316,58,0.1835,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
fail_t1_break_mid23,hold_then_zt3,True,601,109,0.1814,601,285,51,0.1789,316,58,0.1835,False,"non-yizi t AND zt_3d (entry at t, membership win)"
fail_t1_break_mid23,cons_not_lose,True,601,53,0.0882,601,285,22,0.0772,316,31,0.0981,False,zt_next OR (zha and change_rate>0); absent=loss
fail_t1_break_mid23,print_not_lose,True,82,53,0.6463,601,38,22,0.5789,44,31,0.7045,False,among zt-or-zha prints only: not lose vs t close
fail_t1_break_mid23,hold_close,True,600,208,0.3467,601,284,84,0.2958,316,124,0.3924,False,"buy t close, t+1 close > t close (needs bar)"
fail_t1_break_mid23,hold_not_lose,True,600,215,0.3583,601,284,87,0.3063,316,128,0.4051,False,"buy t close, t+1 close >= t close"
fail_t1_break_mid23,hold_touch3,True,600,202,0.3367,601,284,91,0.3204,316,111,0.3513,False,"buy t close, any of t+1..t+3 high touches limit"
fail_t1_break_mid23,open_follow,True,600,207,0.3450,601,284,79,0.2782,316,128,0.4051,False,"buy t+1 open if not yizi-open, t+1 close > open"
fail_t1_break_mid23,open_follow_flat,True,600,218,0.3633,601,284,85,0.2993,316,133,0.4209,False,"buy t+1 open if not yizi-open, close >= open"
fail_t1_break_mid23,open_then_zt3,True,600,109,0.1817,601,284,51,0.1796,316,58,0.1835,False,"buy t+1 open if not yizi-open, then zt within 3d"
fail_t1_break_mid23,touch3,True,600,202,0.3367,601,284,91,0.3204,316,111,0.3513,False,"buy t+1 open if not yizi-open, 3d high touches limit"
fail_t1_break_mid23,tradable_zt,True,601,601,1.0000,601,285,285,1.0000,316,316,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
fail_t1_break_mid23,hold_3d,True,598,207,0.3462,601,283,86,0.3039,315,121,0.3841,False,"buy t close, t+3 close > t close"
fail_t1_break_mid23,open_3d,True,598,218,0.3645,601,283,92,0.3251,315,126,0.4000,False,"buy t+1 open if not yizi-open, t+3 close > open"
fail_t1_break_mid23,maxclose3,True,600,319,0.5317,601,284,136,0.4789,316,183,0.5791,False,"buy t close, max(t+1..t+3 close) > t close"
strong_seal_ny,zt_3d,False,392,215,0.5485,392,265,145,0.5472,127,70,0.5512,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
strong_seal_ny,hold_then_zt3,False,392,215,0.5485,392,265,145,0.5472,127,70,0.5512,False,"non-yizi t AND zt_3d (entry at t, membership win)"
strong_seal_ny,cons_not_lose,False,392,196,0.5000,392,265,132,0.4981,127,64,0.5039,False,zt_next OR (zha and change_rate>0); absent=loss
strong_seal_ny,print_not_lose,False,221,196,0.8869,392,147,132,0.8980,74,64,0.8649,False,among zt-or-zha prints only: not lose vs t close
strong_seal_ny,hold_close,False,392,220,0.5612,392,265,146,0.5509,127,74,0.5827,False,"buy t close, t+1 close > t close (needs bar)"
strong_seal_ny,hold_not_lose,False,392,224,0.5714,392,265,149,0.5623,127,75,0.5906,False,"buy t close, t+1 close >= t close"
strong_seal_ny,hold_touch3,False,392,245,0.6250,392,265,164,0.6189,127,81,0.6378,False,"buy t close, any of t+1..t+3 high touches limit"
strong_seal_ny,open_follow,False,361,146,0.4044,392,243,106,0.4362,118,40,0.3390,False,"buy t+1 open if not yizi-open, t+1 close > open"
strong_seal_ny,open_follow_flat,False,361,188,0.5208,392,243,134,0.5514,118,54,0.4576,False,"buy t+1 open if not yizi-open, close >= open"
strong_seal_ny,open_then_zt3,False,361,184,0.5097,392,243,123,0.5062,118,61,0.5169,False,"buy t+1 open if not yizi-open, then zt within 3d"
strong_seal_ny,touch3,False,361,214,0.5928,392,243,142,0.5844,118,72,0.6102,False,"buy t+1 open if not yizi-open, 3d high touches limit"
strong_seal_ny,tradable_zt,False,392,392,1.0000,392,265,265,1.0000,127,127,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
strong_seal_ny,hold_3d,False,382,174,0.4555,392,263,116,0.4411,119,58,0.4874,False,"buy t close, t+3 close > t close"
strong_seal_ny,open_3d,False,352,136,0.3864,392,242,98,0.4050,110,38,0.3455,False,"buy t+1 open if not yizi-open, t+3 close > open"
strong_seal_ny,maxclose3,False,392,257,0.6556,392,265,168,0.6340,127,89,0.7008,False,"buy t close, max(t+1..t+3 close) > t close"
strong_seal_ge3,zt_3d,False,163,101,0.6196,163,107,64,0.5981,56,37,0.6607,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
strong_seal_ge3,hold_then_zt3,False,163,101,0.6196,163,107,64,0.5981,56,37,0.6607,False,"non-yizi t AND zt_3d (entry at t, membership win)"
strong_seal_ge3,cons_not_lose,False,163,94,0.5767,163,107,60,0.5607,56,34,0.6071,False,zt_next OR (zha and change_rate>0); absent=loss
strong_seal_ge3,print_not_lose,False,109,94,0.8624,163,69,60,0.8696,40,34,0.8500,False,among zt-or-zha prints only: not lose vs t close
strong_seal_ge3,hold_close,False,163,102,0.6258,163,107,65,0.6075,56,37,0.6607,False,"buy t close, t+1 close > t close (needs bar)"
strong_seal_ge3,hold_not_lose,False,163,103,0.6319,163,107,66,0.6168,56,37,0.6607,False,"buy t close, t+1 close >= t close"
strong_seal_ge3,hold_touch3,False,163,115,0.7055,163,107,73,0.6822,56,42,0.7500,False,"buy t close, any of t+1..t+3 high touches limit"
strong_seal_ge3,open_follow,False,154,58,0.3766,163,102,41,0.4020,52,17,0.3269,False,"buy t+1 open if not yizi-open, t+1 close > open"
strong_seal_ge3,open_follow_flat,False,154,84,0.5455,163,102,57,0.5588,52,27,0.5192,False,"buy t+1 open if not yizi-open, close >= open"
strong_seal_ge3,open_then_zt3,False,154,92,0.5974,163,102,59,0.5784,52,33,0.6346,False,"buy t+1 open if not yizi-open, then zt within 3d"
strong_seal_ge3,touch3,False,154,106,0.6883,163,102,68,0.6667,52,38,0.7308,False,"buy t+1 open if not yizi-open, 3d high touches limit"
strong_seal_ge3,tradable_zt,False,163,163,1.0000,163,107,107,1.0000,56,56,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
strong_seal_ge3,hold_3d,False,158,82,0.5190,163,106,52,0.4906,52,30,0.5769,False,"buy t close, t+3 close > t close"
strong_seal_ge3,open_3d,False,149,59,0.3960,163,101,41,0.4059,48,18,0.3750,False,"buy t+1 open if not yizi-open, t+3 close > open"
strong_seal_ge3,maxclose3,False,163,114,0.6994,163,107,71,0.6636,56,43,0.7679,False,"buy t close, max(t+1..t+3 close) > t close"
strong_seal_ge4,zt_3d,False,81,54,0.6667,81,56,35,0.6250,25,19,0.7600,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
strong_seal_ge4,hold_then_zt3,False,81,54,0.6667,81,56,35,0.6250,25,19,0.7600,False,"non-yizi t AND zt_3d (entry at t, membership win)"
strong_seal_ge4,cons_not_lose,False,81,49,0.6049,81,56,33,0.5893,25,16,0.6400,False,zt_next OR (zha and change_rate>0); absent=loss
strong_seal_ge4,print_not_lose,False,56,49,0.8750,81,37,33,0.8919,19,16,0.8421,False,among zt-or-zha prints only: not lose vs t close
strong_seal_ge4,hold_close,False,81,54,0.6667,81,56,38,0.6786,25,16,0.6400,False,"buy t close, t+1 close > t close (needs bar)"
strong_seal_ge4,hold_not_lose,False,81,55,0.6790,81,56,39,0.6964,25,16,0.6400,False,"buy t close, t+1 close >= t close"
strong_seal_ge4,hold_touch3,False,81,59,0.7284,81,56,39,0.6964,25,20,0.8000,False,"buy t close, any of t+1..t+3 high touches limit"
strong_seal_ge4,open_follow,False,75,26,0.3467,81,53,18,0.3396,22,8,0.3636,False,"buy t+1 open if not yizi-open, t+1 close > open"
strong_seal_ge4,open_follow_flat,False,75,42,0.5600,81,53,29,0.5472,22,13,0.5909,False,"buy t+1 open if not yizi-open, close >= open"
strong_seal_ge4,open_then_zt3,False,75,48,0.6400,81,53,32,0.6038,22,16,0.7273,False,"buy t+1 open if not yizi-open, then zt within 3d"
strong_seal_ge4,touch3,False,75,53,0.7067,81,53,36,0.6792,22,17,0.7727,False,"buy t+1 open if not yizi-open, 3d high touches limit"
strong_seal_ge4,tradable_zt,False,81,81,1.0000,81,56,56,1.0000,25,25,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
strong_seal_ge4,hold_3d,False,79,43,0.5443,81,55,27,0.4909,24,16,0.6667,False,"buy t close, t+3 close > t close"
strong_seal_ge4,open_3d,False,73,29,0.3973,81,52,20,0.3846,21,9,0.4286,False,"buy t+1 open if not yizi-open, t+3 close > open"
strong_seal_ge4,maxclose3,False,81,59,0.7284,81,56,40,0.7143,25,19,0.7600,False,"buy t close, max(t+1..t+3 close) > t close"
early_ge4,zt_3d,False,263,146,0.5551,263,158,85,0.5380,105,61,0.5810,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
early_ge4,hold_then_zt3,False,263,146,0.5551,263,158,85,0.5380,105,61,0.5810,False,"non-yizi t AND zt_3d (entry at t, membership win)"
early_ge4,cons_not_lose,False,263,128,0.4867,263,158,76,0.4810,105,52,0.4952,False,zt_next OR (zha and change_rate>0); absent=loss
early_ge4,print_not_lose,False,144,128,0.8889,263,85,76,0.8941,59,52,0.8814,False,among zt-or-zha prints only: not lose vs t close
early_ge4,hold_close,False,262,154,0.5878,263,157,88,0.5605,105,66,0.6286,False,"buy t close, t+1 close > t close (needs bar)"
early_ge4,hold_not_lose,False,262,157,0.5992,263,157,89,0.5669,105,68,0.6476,False,"buy t close, t+1 close >= t close"
early_ge4,hold_touch3,False,262,172,0.6565,263,157,99,0.6306,105,73,0.6952,False,"buy t close, any of t+1..t+3 high touches limit"
early_ge4,open_follow,False,251,112,0.4462,263,150,63,0.4200,101,49,0.4851,False,"buy t+1 open if not yizi-open, t+1 close > open"
early_ge4,open_follow_flat,False,251,147,0.5857,263,150,84,0.5600,101,63,0.6238,False,"buy t+1 open if not yizi-open, close >= open"
early_ge4,open_then_zt3,False,251,135,0.5378,263,150,78,0.5200,101,57,0.5644,False,"buy t+1 open if not yizi-open, then zt within 3d"
early_ge4,touch3,False,251,162,0.6454,263,150,93,0.6200,101,69,0.6832,False,"buy t+1 open if not yizi-open, 3d high touches limit"
early_ge4,tradable_zt,False,263,263,1.0000,263,158,158,1.0000,105,105,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
early_ge4,hold_3d,False,254,131,0.5157,263,153,72,0.4706,101,59,0.5842,False,"buy t close, t+3 close > t close"
